,date,price,bedrooms,bathrooms,sqft_living,floors,view,condition,yr_built,zipcode,lat,long,yr_bin,zip_bin,bed_cat,floor_cat,condition_cat,view_cat,baths
16140,2014-06-05,456000.0,4,1.75,1670,1.0,0.0,5,1947,98125,47.7249,-122.287,40s,"(98118.0, 98125.0]",4,1.0,5,0.0,1-2
16141,2014-08-13,465000.0,4,2.25,2140,1.0,0.0,4,1977,98034,47.7213,-122.171,70s,"(98033.0, 98038.0]",4,1.0,4,0.0,2-3
16142,2015-01-07,445000.0,2,1.75,1440,1.0,2.0,3,2008,98053,47.7092,-122.015,00s,"(98042.0, 98053.0]",2,1.0,3,2.0,1-2
16145,2014-05-15,512500.0,3,2.5,1840,2.0,0.0,4,1997,98116,47.562,-122.39299999999999,90s,"(98115.0, 98118.0]",3,2.0,4,0.0,2-3
16146,2014-06-04,365000.0,2,1.0,1250,1.0,0.0,4,1947,98125,47.7294,-122.329,40s,"(98118.0, 98125.0]",2,1.0,4,0.0,0-1
16147,2015-03-20,450500.0,3,1.0,1410,1.0,0.0,3,1948,98133,47.7161,-122.33,40s,"(98125.0, 98133.0]",3,1.0,3,0.0,0-1
16148,2014-10-16,915000.0,3,1.0,1560,1.0,0.0,3,1952,98004,47.62300000000001,-122.205,50s,"(98000.999, 98004.0]",3,1.0,3,0.0,0-1
16149,2014-06-20,205000.0,3,1.0,960,1.0,0.0,5,1960,98002,47.2891,-122.221,50s,"(98000.999, 98004.0]",3,1.0,5,0.0,0-1
16150,2014-08-11,314000.0,4,2.5,1870,2.0,0.0,3,1992,98188,47.4435,-122.274,90s,"(98177.0, 98199.0]",4,2.0,3,0.0,2-3
16151,2014-07-02,496000.0,2,1.0,900,1.0,0.0,3,1946,98107,47.6695,-122.36,40s,"(98103.0, 98107.0]",2,1.0,3,0.0,0-1
16152,2015-04-16,329950.0,4,1.0,2050,1.0,0.0,3,1957,98178,47.4916,-122.22399999999999,50s,"(98177.0, 98199.0]",4,1.0,3,0.0,0-1
16153,2014-06-16,375000.0,4,2.0,2400,2.0,0.0,3,1913,98011,47.7607,-122.209,pre-20s,"(98010.0, 98023.0]",4,2.0,3,0.0,1-2
16154,2014-06-20,623000.0,3,2.5,1850,2.0,0.0,5,1989,98033,47.6908,-122.169,80s,"(98029.0, 98033.0]",3,2.0,5,0.0,2-3
16155,2014-06-19,310000.0,4,1.5,1220,1.0,0.0,3,1980,98014,47.6462,-121.90899999999999,70s,"(98010.0, 98023.0]",4,1.0,3,0.0,1-2
16156,2015-03-04,532500.0,3,3.25,3140,1.0,0.0,3,1984,98065,47.5244,-121.84200000000001,80s,"(98058.0, 98070.0]",3,1.0,3,0.0,3-4
16157,2014-05-28,960000.0,4,2.25,2410,2.0,2.0,5,1929,98117,47.6796,-122.402,20s,"(98115.0, 98118.0]",4,2.0,5,2.0,2-3
16158,2014-06-28,598000.0,4,2.5,3130,2.0,0.0,3,1994,98045,47.4761,-121.723,90s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
16159,2014-08-14,683000.0,3,2.5,2300,2.0,2.0,3,1998,98027,47.5504,-122.07700000000001,90s,"(98023.0, 98029.0]",3,2.0,3,2.0,2-3
16162,2014-05-13,375000.0,3,1.0,1190,1.0,0.0,4,1953,98166,47.4319,-122.339,50s,"(98155.0, 98177.0]",3,1.0,4,0.0,0-1
16163,2014-06-04,250500.0,3,2.0,1710,2.0,0.0,4,1988,98023,47.2917,-122.37299999999999,80s,"(98010.0, 98023.0]",3,2.0,4,0.0,1-2
16164,2014-08-06,257000.0,4,1.75,1900,1.5,0.0,3,1922,98010,47.3102,-122.023,20s,"(98004.0, 98010.0]",4,1.5,3,0.0,1-2
16165,2014-06-24,218000.0,3,1.0,880,1.0,0.0,4,1945,98178,47.5013,-122.244,40s,"(98177.0, 98199.0]",3,1.0,4,0.0,0-1
16166,2014-06-11,460000.0,3,2.0,2060,1.0,0.0,3,1929,98126,47.5705,-122.376,20s,"(98125.0, 98133.0]",3,1.0,3,0.0,1-2
16167,2015-04-14,255544.0,3,1.0,1360,1.5,0.0,4,1941,98133,47.7503,-122.334,40s,"(98125.0, 98133.0]",3,1.5,4,0.0,0-1
16168,2014-09-14,560000.0,2,2.0,1680,1.0,0.0,3,2008,98053,47.7088,-122.015,00s,"(98042.0, 98053.0]",2,1.0,3,0.0,1-2
16169,2015-02-11,480000.0,4,2.5,2980,2.0,0.0,3,2011,98019,47.733999999999995,-121.965,10s,"(98010.0, 98023.0]",4,2.0,3,0.0,2-3
16171,2015-04-26,580000.0,3,2.75,2650,1.0,0.0,3,1989,98028,47.768,-122.259,80s,"(98023.0, 98029.0]",3,1.0,3,0.0,2-3
16172,2014-06-28,475000.0,3,2.5,1700,1.0,0.0,3,1998,98126,47.5369,-122.37799999999999,90s,"(98125.0, 98133.0]",3,1.0,3,0.0,2-3
16173,2014-06-30,1310000.0,4,2.5,2680,1.0,4.0,3,1956,98166,47.4396,-122.353,50s,"(98155.0, 98177.0]",4,1.0,3,4.0,2-3
16174,2015-03-27,700000.0,3,2.5,2530,1.0,0.0,4,1980,98038,47.4188,-121.949,70s,"(98033.0, 98038.0]",3,1.0,4,0.0,2-3
16175,2014-09-17,590000.0,3,2.5,2520,2.0,0.0,3,1988,98074,47.631,-122.042,80s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
16176,2015-02-22,264500.0,3,2.5,1630,1.0,0.0,3,1990,98092,47.2622,-122.219,80s,"(98075.0, 98103.0]",3,1.0,3,0.0,2-3
16177,2014-10-27,465000.0,2,1.0,730,1.0,0.0,4,1918,98107,47.6751,-122.37899999999999,pre-20s,"(98103.0, 98107.0]",2,1.0,4,0.0,0-1
16178,2015-03-23,290000.0,3,1.0,910,1.0,2.0,3,1971,98106,47.5278,-122.34299999999999,70s,"(98103.0, 98107.0]",3,1.0,3,2.0,0-1
16179,2014-11-21,1820000.0,4,4.5,4510,2.0,2.0,3,1998,98033,47.6491,-122.20100000000001,90s,"(98029.0, 98033.0]",4,2.0,3,2.0,4-5
16180,2014-06-15,416000.0,3,1.0,1110,1.0,0.0,4,1957,98008,47.6034,-122.12200000000001,50s,"(98004.0, 98010.0]",3,1.0,4,0.0,0-1
16181,2015-01-28,360000.0,4,2.0,1450,1.0,0.0,3,1962,98034,47.7304,-122.24,60s,"(98033.0, 98038.0]",4,1.0,3,0.0,1-2
16183,2014-05-12,840000.0,4,2.75,2600,1.5,0.0,3,1936,98119,47.6413,-122.35700000000001,30s,"(98118.0, 98125.0]",4,1.5,3,0.0,2-3
16184,2015-03-24,81000.0,2,1.0,730,1.0,0.0,1,1943,98168,47.4808,-122.315,40s,"(98155.0, 98177.0]",2,1.0,1,0.0,0-1
16185,2015-01-30,1290000.0,3,2.25,2440,1.0,1.0,4,1950,98105,47.6629,-122.26899999999999,40s,"(98103.0, 98107.0]",3,1.0,4,1.0,2-3
16186,2014-11-25,326000.0,4,1.75,2290,1.0,0.0,3,1963,98178,47.5034,-122.245,60s,"(98177.0, 98199.0]",4,1.0,3,0.0,1-2
16187,2015-02-24,447000.0,2,1.0,720,1.0,2.0,3,1925,98136,47.5185,-122.39200000000001,20s,"(98133.0, 98155.0]",2,1.0,3,2.0,0-1
16188,2014-10-03,185000.0,3,1.0,940,1.5,0.0,4,1958,98032,47.3756,-122.29700000000001,50s,"(98029.0, 98033.0]",3,1.5,4,0.0,0-1
16189,2014-07-23,439950.0,3,2.5,1540,2.0,0.0,4,1982,98034,47.722,-122.194,80s,"(98033.0, 98038.0]",3,2.0,4,0.0,2-3
16190,2014-10-01,234000.0,3,1.5,1140,1.5,0.0,4,1967,98045,47.4452,-121.77,60s,"(98042.0, 98053.0]",3,1.5,4,0.0,1-2
16191,2014-12-31,485000.0,4,2.5,2100,2.0,0.0,4,1964,98007,47.5947,-122.134,60s,"(98004.0, 98010.0]",4,2.0,4,0.0,2-3
16192,2014-07-15,750000.0,4,1.75,2670,2.0,0.0,4,1941,98199,47.6499,-122.391,40s,"(98177.0, 98199.0]",4,2.0,4,0.0,1-2
16193,2015-05-07,865000.0,4,2.0,2750,2.0,0.0,3,1901,98119,47.6513,-122.368,pre-20s,"(98118.0, 98125.0]",4,2.0,3,0.0,1-2
16194,2014-06-18,287500.0,4,2.5,2570,1.0,0.0,4,1979,98023,47.2986,-122.37200000000001,70s,"(98010.0, 98023.0]",4,1.0,4,0.0,2-3
16195,2014-07-08,375000.0,3,1.75,1660,1.0,0.0,3,1976,98072,47.7628,-122.162,70s,"(98070.0, 98075.0]",3,1.0,3,0.0,1-2
16196,2014-09-05,565000.0,3,2.25,1700,1.0,0.0,5,1969,98033,47.6863,-122.189,60s,"(98029.0, 98033.0]",3,1.0,5,0.0,2-3
16197,2015-02-19,260000.0,4,3.0,1530,2.0,0.0,3,2010,98042,47.3528,-122.146,00s,"(98038.0, 98042.0]",4,2.0,3,0.0,2-3
16198,2014-10-17,190000.0,3,1.0,1260,1.0,0.0,4,1943,98056,47.49100000000001,-122.18799999999999,40s,"(98053.0, 98058.0]",3,1.0,4,0.0,0-1
16200,2015-03-26,275000.0,3,2.5,1830,2.0,0.0,3,1990,98023,47.2895,-122.352,80s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
16201,2014-12-02,528000.0,3,2.75,2160,1.0,0.0,3,1987,98126,47.5352,-122.38,80s,"(98125.0, 98133.0]",3,1.0,3,0.0,2-3
16202,2014-10-17,315000.0,3,2.0,1770,1.0,0.0,3,1948,98166,47.4753,-122.34200000000001,40s,"(98155.0, 98177.0]",3,1.0,3,0.0,1-2
16203,2014-08-21,614306.0,2,2.25,2210,1.0,0.0,4,1968,98117,47.696999999999996,-122.39,60s,"(98115.0, 98118.0]",2,1.0,4,0.0,2-3
16204,2015-03-31,1490000.0,3,3.5,4560,2.0,2.0,3,1990,98034,47.6995,-122.228,80s,"(98033.0, 98038.0]",3,2.0,3,2.0,3-4
16205,2014-07-29,590000.0,3,2.5,2110,2.0,0.0,3,2004,98029,47.5513,-121.994,00s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
16206,2015-03-17,261500.0,3,1.0,1130,1.0,0.0,3,1908,98144,47.5978,-122.29899999999999,pre-20s,"(98133.0, 98155.0]",3,1.0,3,0.0,0-1
16207,2014-05-23,300000.0,4,2.5,1960,2.0,0.0,3,2001,98030,47.3834,-122.16799999999999,00s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
16208,2014-09-04,439000.0,3,2.25,2230,1.5,2.0,5,1928,98178,47.5078,-122.236,20s,"(98177.0, 98199.0]",3,1.5,5,2.0,2-3
16210,2014-06-23,215000.0,3,2.0,1340,1.0,0.0,3,1931,98168,47.4727,-122.29700000000001,30s,"(98155.0, 98177.0]",3,1.0,3,0.0,1-2
16211,2014-09-22,1200000.0,2,2.25,2160,2.0,4.0,4,1956,98146,47.501999999999995,-122.385,50s,"(98133.0, 98155.0]",2,2.0,4,4.0,2-3
16212,2015-02-24,420000.0,4,2.0,1700,1.0,0.0,4,1950,98115,47.6973,-122.295,40s,"(98107.0, 98115.0]",4,1.0,4,0.0,1-2
16213,2015-04-08,485000.0,3,2.5,1650,2.0,0.0,3,2003,98053,47.6819,-122.036,00s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
16214,2014-12-22,202500.0,3,2.0,1540,1.0,0.0,5,1954,98002,47.323,-122.21600000000001,50s,"(98000.999, 98004.0]",3,1.0,5,0.0,1-2
16216,2015-04-30,535000.0,4,2.5,3250,2.0,0.0,3,2009,98059,47.4956,-122.15100000000001,00s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
16217,2014-12-18,260000.0,4,1.75,1360,1.0,0.0,4,1966,98058,47.4558,-122.177,60s,"(98053.0, 98058.0]",4,1.0,4,0.0,1-2
16218,2014-05-28,254000.0,3,2.0,1480,1.0,0.0,4,1992,98038,47.3542,-122.055,90s,"(98033.0, 98038.0]",3,1.0,4,0.0,1-2
16219,2014-05-21,600000.0,4,2.5,2360,2.0,0.0,3,2001,98034,47.711999999999996,-122.229,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16220,2014-09-25,285000.0,3,2.5,1800,2.0,0.0,3,2001,98108,47.5401,-122.29299999999999,00s,"(98107.0, 98115.0]",3,2.0,3,0.0,2-3
16221,2014-10-23,800000.0,4,3.75,2540,2.0,0.0,3,1998,98075,47.5882,-122.01,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,3-4
16222,2014-06-23,165000.0,3,1.0,1200,1.0,0.0,3,1943,98168,47.475,-122.258,40s,"(98155.0, 98177.0]",3,1.0,3,0.0,0-1
16223,2014-11-06,216500.0,2,1.0,710,1.0,0.0,4,1943,98178,47.4886,-122.24600000000001,40s,"(98177.0, 98199.0]",2,1.0,4,0.0,0-1
16224,2014-09-19,387990.0,4,2.5,2640,2.0,0.0,3,2011,98038,47.3551,-122.054,10s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16225,2014-11-04,500000.0,4,2.5,3010,2.0,0.0,3,2006,98133,47.708999999999996,-122.35,00s,"(98125.0, 98133.0]",4,2.0,3,0.0,2-3
16226,2014-10-23,650000.0,4,2.5,2770,2.0,0.0,3,2001,98053,47.68600000000001,-122.036,00s,"(98042.0, 98053.0]",4,2.0,3,0.0,2-3
16227,2014-06-19,646000.0,4,2.5,2310,2.0,0.0,3,2008,98117,47.6937,-122.361,00s,"(98115.0, 98118.0]",4,2.0,3,0.0,2-3
16228,2015-01-30,323400.0,4,3.0,2060,1.0,0.0,3,1992,98092,47.32100000000001,-122.185,90s,"(98075.0, 98103.0]",4,1.0,3,0.0,2-3
16229,2014-08-06,300000.0,3,2.5,1880,2.0,0.0,3,2007,98038,47.36600000000001,-122.01700000000001,00s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
16231,2014-06-09,550000.0,3,1.75,1380,1.5,0.0,3,1900,98122,47.6109,-122.302,pre-20s,"(98118.0, 98125.0]",3,1.5,3,0.0,1-2
16232,2015-02-17,400000.0,3,1.0,1180,1.0,0.0,3,1969,98034,47.7233,-122.221,60s,"(98033.0, 98038.0]",3,1.0,3,0.0,0-1
16233,2014-10-28,255000.0,4,1.75,1650,1.0,0.0,3,1977,98031,47.3944,-122.18700000000001,70s,"(98029.0, 98033.0]",4,1.0,3,0.0,1-2
16234,2014-12-05,660000.0,3,1.75,2030,2.0,2.0,4,1963,98008,47.58600000000001,-122.117,60s,"(98004.0, 98010.0]",3,2.0,4,2.0,1-2
16235,2015-03-23,925000.0,4,2.25,2110,1.0,2.0,4,1941,98115,47.6819,-122.272,40s,"(98107.0, 98115.0]",4,1.0,4,2.0,2-3
16236,2014-08-05,534000.0,4,2.25,2130,1.0,0.0,5,1965,98008,47.629,-122.117,60s,"(98004.0, 98010.0]",4,1.0,5,0.0,2-3
16237,2014-11-19,215000.0,3,1.0,1690,1.0,0.0,4,1969,98003,47.3444,-122.304,60s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
16238,2014-10-14,1950000.0,3,2.5,2510,1.5,4.0,3,1968,98034,47.6982,-122.23100000000001,60s,"(98033.0, 98038.0]",3,1.5,3,4.0,2-3
16240,2015-02-03,212000.0,3,1.75,1470,1.0,0.0,3,1990,98001,47.2587,-122.25299999999999,80s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
16241,2014-06-19,265000.0,3,1.75,1840,1.0,0.0,3,1966,98023,47.3122,-122.369,60s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
16242,2014-12-05,400000.0,3,1.75,1860,1.5,0.0,5,1918,98116,47.5586,-122.383,pre-20s,"(98115.0, 98118.0]",3,1.5,5,0.0,1-2
16243,2015-02-13,311500.0,4,2.5,1940,2.0,0.0,3,1992,98031,47.3877,-122.171,90s,"(98029.0, 98033.0]",4,2.0,3,0.0,2-3
16244,2015-03-26,2330000.0,4,3.5,4420,2.0,0.0,3,2003,98004,47.6354,-122.221,00s,"(98000.999, 98004.0]",4,2.0,3,0.0,3-4
16245,2014-10-17,225000.0,2,1.0,800,1.0,0.0,4,1944,98178,47.5001,-122.242,40s,"(98177.0, 98199.0]",2,1.0,4,0.0,0-1
16246,2014-06-10,1250000.0,4,2.5,3700,1.0,4.0,3,1988,98006,47.5662,-122.10799999999999,80s,"(98004.0, 98010.0]",4,1.0,3,4.0,2-3
16247,2015-02-11,380000.0,3,1.0,1400,1.0,0.0,4,1948,98146,47.5066,-122.37700000000001,40s,"(98133.0, 98155.0]",3,1.0,4,0.0,0-1
16248,2014-07-08,600000.0,4,2.5,2250,2.0,0.0,3,1991,98034,47.7115,-122.23899999999999,90s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16249,2014-05-21,600000.0,3,2.25,2230,2.0,0.0,4,1987,98007,47.6594,-122.14399999999999,80s,"(98004.0, 98010.0]",3,2.0,4,0.0,2-3
16250,2014-12-18,315000.0,3,2.5,1950,2.0,0.0,3,2001,98146,47.4938,-122.337,00s,"(98133.0, 98155.0]",3,2.0,3,0.0,2-3
16252,2015-04-09,730000.0,4,2.5,2750,2.0,0.0,3,1998,98075,47.5894,-121.98,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16253,2014-05-14,1060000.0,4,2.0,2290,1.0,0.0,4,1955,98004,47.5887,-122.20100000000001,50s,"(98000.999, 98004.0]",4,1.0,4,0.0,1-2
16254,2015-05-13,1620000.0,4,2.25,2350,2.0,0.0,4,1977,98039,47.6232,-122.236,70s,"(98038.0, 98042.0]",4,2.0,4,0.0,2-3
16255,2015-04-15,664000.0,2,1.75,1720,1.0,0.0,3,1948,98118,47.5554,-122.274,40s,"(98115.0, 98118.0]",2,1.0,3,0.0,1-2
16256,2015-04-27,454450.0,4,3.0,2810,2.0,0.0,3,2007,98038,47.3689,-122.057,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16257,2015-01-16,341000.0,3,1.0,940,1.0,0.0,3,1955,98103,47.6878,-122.35,50s,"(98075.0, 98103.0]",3,1.0,3,0.0,0-1
16258,2014-10-29,276693.0,4,1.0,1190,1.5,0.0,4,1946,98155,47.7487,-122.303,40s,"(98133.0, 98155.0]",4,1.5,4,0.0,0-1
16259,2014-11-19,185000.0,2,1.0,1390,1.0,0.0,4,1969,98168,47.4969,-122.3,60s,"(98155.0, 98177.0]",2,1.0,4,0.0,0-1
16260,2014-09-17,160000.0,2,2.5,1660,2.0,0.0,3,1981,98042,47.3793,-122.146,80s,"(98038.0, 98042.0]",2,2.0,3,0.0,2-3
16261,2014-06-02,270000.0,4,2.5,1920,2.0,0.0,3,1998,98092,47.2608,-122.209,90s,"(98075.0, 98103.0]",4,2.0,3,0.0,2-3
16262,2014-07-18,300000.0,4,1.5,1460,1.0,0.0,3,1958,98166,47.4698,-122.36,50s,"(98155.0, 98177.0]",4,1.0,3,0.0,1-2
16263,2014-08-29,264950.0,3,1.5,1370,1.0,0.0,4,1957,98022,47.2027,-122.0,50s,"(98010.0, 98023.0]",3,1.0,4,0.0,1-2
16264,2015-04-01,209950.0,2,1.0,1050,1.0,0.0,4,1943,98168,47.5024,-122.333,40s,"(98155.0, 98177.0]",2,1.0,4,0.0,0-1
16265,2015-03-30,850000.0,3,2.5,3360,2.0,0.0,3,2006,98053,47.7037,-122.016,00s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
16266,2014-05-16,645000.0,4,2.5,3160,2.0,0.0,3,1983,98074,47.6318,-122.039,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16267,2015-01-13,855000.0,4,2.25,2480,2.0,0.0,4,1973,98005,47.6441,-122.154,70s,"(98004.0, 98010.0]",4,2.0,4,0.0,2-3
16268,2014-12-01,632500.0,4,1.5,2720,2.0,0.0,3,1994,98077,47.7402,-122.035,90s,"(98075.0, 98103.0]",4,2.0,3,0.0,1-2
16269,2014-08-21,289950.0,3,2.5,2070,2.0,0.0,3,1987,98023,47.3202,-122.395,80s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
16270,2014-09-24,850000.0,2,1.75,2170,1.0,2.0,4,1952,98177,47.7542,-122.37200000000001,50s,"(98155.0, 98177.0]",2,1.0,4,2.0,1-2
16271,2014-06-20,565000.0,4,2.75,3260,2.0,0.0,3,2013,98059,47.4812,-122.12299999999999,10s,"(98058.0, 98070.0]",4,2.0,3,0.0,2-3
16272,2015-04-25,792000.0,3,2.5,2250,2.0,0.0,3,1999,98074,47.6569,-122.088,90s,"(98070.0, 98075.0]",3,2.0,3,0.0,2-3
16273,2014-12-22,260000.0,3,2.25,1950,1.0,0.0,4,1987,98092,47.2762,-122.148,80s,"(98075.0, 98103.0]",3,1.0,4,0.0,2-3
16274,2015-04-27,585000.0,3,2.0,2220,1.0,0.0,3,1991,98019,47.7586,-121.911,90s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
16275,2014-07-30,295500.0,3,1.75,1330,1.0,0.0,3,1981,98055,47.4605,-122.206,80s,"(98053.0, 98058.0]",3,1.0,3,0.0,1-2
16276,2014-12-11,329000.0,4,2.0,1190,1.5,0.0,5,1946,98155,47.7538,-122.322,40s,"(98133.0, 98155.0]",4,1.5,5,0.0,1-2
16277,2015-03-30,750000.0,3,1.75,2770,1.0,0.0,3,1976,98006,47.5706,-122.16,70s,"(98004.0, 98010.0]",3,1.0,3,0.0,1-2
16278,2015-02-25,495000.0,4,2.5,2310,2.0,0.0,3,1997,98155,47.7544,-122.303,90s,"(98133.0, 98155.0]",4,2.0,3,0.0,2-3
16279,2015-05-04,672500.0,3,1.75,1580,1.0,2.0,4,1947,98199,47.6339,-122.39200000000001,40s,"(98177.0, 98199.0]",3,1.0,4,2.0,1-2
16281,2014-08-01,405000.0,3,2.5,1500,2.0,0.0,3,1994,98011,47.75,-122.176,90s,"(98010.0, 98023.0]",3,2.0,3,0.0,2-3
16282,2015-01-16,620000.0,3,1.75,2140,1.0,1.0,3,1947,98119,47.6435,-122.37299999999999,40s,"(98118.0, 98125.0]",3,1.0,3,1.0,1-2
16283,2014-09-22,615000.0,4,2.25,2330,1.0,0.0,4,1973,98006,47.562,-122.139,70s,"(98004.0, 98010.0]",4,1.0,4,0.0,2-3
16285,2014-09-22,1060000.0,4,2.75,4510,2.5,2.0,3,1941,98117,47.6852,-122.4,40s,"(98115.0, 98118.0]",4,2.5,3,2.0,2-3
16286,2014-08-05,753000.0,4,1.75,2160,1.0,0.0,4,1974,98005,47.6378,-122.185,70s,"(98004.0, 98010.0]",4,1.0,4,0.0,1-2
16287,2014-07-15,1600000.0,3,2.25,3170,2.0,0.0,5,1975,98102,47.6349,-122.318,70s,"(98075.0, 98103.0]",3,2.0,5,0.0,2-3
16288,2014-05-30,3710000.0,4,3.5,5550,2.0,2.0,4,2000,98039,47.6395,-122.234,90s,"(98038.0, 98042.0]",4,2.0,4,2.0,3-4
16289,2014-12-31,365000.0,3,1.5,1520,1.0,0.0,3,1954,98133,47.7712,-122.339,50s,"(98125.0, 98133.0]",3,1.0,3,0.0,1-2
16290,2014-08-22,870000.0,4,2.75,3410,2.0,0.0,4,1982,98006,47.5559,-122.149,80s,"(98004.0, 98010.0]",4,2.0,4,0.0,2-3
16291,2014-07-01,321000.0,4,2.5,1830,2.0,0.0,3,2003,98038,47.3541,-122.015,00s,"(98033.0, 98038.0]",4,2.0,3,0.0,2-3
16292,2015-05-07,280000.0,3,2.5,1550,2.0,0.0,3,2000,98001,47.3299,-122.26899999999999,90s,"(98000.999, 98004.0]",3,2.0,3,0.0,2-3
16293,2014-07-03,288000.0,3,2.5,1520,2.0,0.0,3,2004,98038,47.3842,-122.042,00s,"(98033.0, 98038.0]",3,2.0,3,0.0,2-3
16294,2015-02-27,248500.0,3,2.0,1240,1.0,0.0,3,1939,98023,47.3219,-122.34100000000001,30s,"(98010.0, 98023.0]",3,1.0,3,0.0,1-2
16295,2014-06-22,330000.0,4,2.5,2380,2.0,0.0,3,1999,98188,47.4486,-122.288,90s,"(98177.0, 98199.0]",4,2.0,3,0.0,2-3
16297,2014-09-23,445000.0,3,2.5,2210,2.0,0.0,3,1998,98045,47.4845,-121.775,90s,"(98042.0, 98053.0]",3,2.0,3,0.0,2-3
16298,2015-03-06,198500.0,2,1.0,1050,1.0,0.0,4,1959,98023,47.3274,-122.346,50s,"(98010.0, 98023.0]",2,1.0,4,0.0,0-1
16300,2014-07-10,336500.0,3,2.25,1420,2.0,0.0,4,1981,98034,47.7245,-122.163,80s,"(98033.0, 98038.0]",3,2.0,4,0.0,2-3
16301,2015-02-11,267000.0,3,2.5,1690,2.0,0.0,4,1989,98010,47.31100000000001,-122.00299999999999,80s,"(98004.0, 98010.0]",3,2.0,4,0.0,2-3
16302,2014-05-02,315000.0,3,1.0,1160,1.0,0.0,3,1968,98077,47.7427,-122.072,60s,"(98075.0, 98103.0]",3,1.0,3,0.0,0-1
16303,2014-08-06,545000.0,4,2.5,2040,2.0,0.0,3,1988,98074,47.6347,-122.02600000000001,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16304,2014-08-04,274950.0,3,1.75,1840,1.0,0.0,3,1989,98001,47.3207,-122.275,80s,"(98000.999, 98004.0]",3,1.0,3,0.0,1-2
16305,2014-12-24,500000.0,2,1.0,1440,1.0,2.0,3,1948,98115,47.6778,-122.26700000000001,40s,"(98107.0, 98115.0]",2,1.0,3,2.0,0-1
16306,2014-05-28,299000.0,3,1.0,1390,1.5,0.0,4,1954,98155,47.7758,-122.301,50s,"(98133.0, 98155.0]",3,1.5,4,0.0,0-1
16307,2015-05-05,420000.0,3,2.5,1470,2.0,0.0,3,2005,98029,47.5468,-121.99799999999999,00s,"(98023.0, 98029.0]",3,2.0,3,0.0,2-3
16308,2015-04-07,620000.0,3,2.5,1776,3.0,0.0,3,2006,98103,47.6539,-122.352,00s,"(98075.0, 98103.0]",3,3.0,3,0.0,2-3
16309,2014-12-10,575950.0,3,2.25,1640,1.0,0.0,3,1967,98008,47.6252,-122.104,60s,"(98004.0, 98010.0]",3,1.0,3,0.0,2-3
16310,2014-09-04,666500.0,4,2.5,2860,2.0,0.0,3,2000,98074,47.6067,-122.01700000000001,90s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16311,2014-05-22,180000.0,4,1.5,1740,1.0,0.0,3,1962,98168,47.4787,-122.302,60s,"(98155.0, 98177.0]",4,1.0,3,0.0,1-2
16312,2014-06-23,261350.0,3,1.75,1390,1.0,0.0,4,1962,98023,47.3208,-122.337,60s,"(98010.0, 98023.0]",3,1.0,4,0.0,1-2
16313,2015-02-24,1030000.0,4,3.5,2730,1.0,0.0,5,1948,98199,47.6387,-122.396,40s,"(98177.0, 98199.0]",4,1.0,5,0.0,3-4
16314,2015-04-29,390000.0,3,1.75,1435,1.0,0.0,4,1969,98058,47.4525,-122.149,60s,"(98053.0, 98058.0]",3,1.0,4,0.0,1-2
16315,2014-06-26,253500.0,3,1.0,1640,1.0,0.0,4,1954,98003,47.3256,-122.29799999999999,50s,"(98000.999, 98004.0]",3,1.0,4,0.0,0-1
16316,2014-05-21,625000.0,4,2.5,2630,2.0,0.0,3,1986,98072,47.775,-122.125,80s,"(98070.0, 98075.0]",4,2.0,3,0.0,2-3
16317,2014-09-22,255000.0,4,2.5,1580,1.0,0.0,4,1959,98059,47.481,-122.163,50s,"(98058.0, 98070.0]",4,1.0,4,0.0,2-3
16318,2014-10-10,257000.0,3,2.5,1740,2.0,0.0,3,2009,98002,47.3363,-122.213,00s,"(98000.999, 98004.0]",3,2.0,3,0.0,2-3
16319,2014-07-22,869000.0,2,1.75,1900,1.0,4.0,3,1954,98178,47.5121,-122.24799999999999,50s,"(98177.0, 98199.0]",2,1.0,3,4.0,1-2
