,price,sqft_living,bedrooms,bathrooms,floors,condition,view,yr_built,zipcode,yr_bin,zip_bin,baths,bed_cat,floor_cat,condition_cat,view_cat,lat,long,$/sqft,bath/bed,bath/sqft,bed/sqft
15897,490000.0,1470,3,1.75,1.0,4,0.0,1978,98052,70s,"(98042.0, 98053.0]",1-2,3,1.0,4,0.0,47.6975,-122.12,333.3333333333333,0.5833333333333334,0.0011904761904761906,0.0020408163265306124
15898,1430000.0,4630,4,5.0,2.0,3,3.0,2005,98075,00s,"(98070.0, 98075.0]",4-5,4,2.0,3,3.0,47.586999999999996,-121.96600000000001,308.8552915766739,1.25,0.0010799136069114472,0.0008639308855291577
15899,275000.0,1400,3,1.5,1.0,4,0.0,1964,98030,60s,"(98029.0, 98033.0]",1-2,3,1.0,4,0.0,47.3768,-122.17,196.42857142857142,0.5,0.0010714285714285715,0.002142857142857143
15900,325000.0,1070,2,1.0,1.0,5,0.0,1942,98106,40s,"(98103.0, 98107.0]",0-1,2,1.0,5,0.0,47.5224,-122.35,303.7383177570093,0.5,0.0009345794392523365,0.001869158878504673
15902,690000.0,1970,4,1.5,2.5,3,0.0,1909,98103,pre-20s,"(98075.0, 98103.0]",1-2,4,2.5,3,0.0,47.666000000000004,-122.33200000000001,350.25380710659897,0.375,0.0007614213197969543,0.0020304568527918783
15903,410000.0,2010,4,2.0,2.0,3,0.0,1953,98166,50s,"(98155.0, 98177.0]",1-2,4,2.0,3,0.0,47.4234,-122.34200000000001,203.98009950248758,0.5,0.0009950248756218905,0.001990049751243781
15904,960000.0,2820,4,2.5,1.0,5,3.0,1952,98116,50s,"(98115.0, 98118.0]",2-3,4,1.0,5,3.0,47.5706,-122.40299999999999,340.4255319148936,0.625,0.0008865248226950354,0.0014184397163120568
15905,299250.0,2530,3,2.5,2.0,3,0.0,1990,98023,80s,"(98010.0, 98023.0]",2-3,3,2.0,3,0.0,47.3073,-122.395,118.28063241106719,0.8333333333333334,0.0009881422924901185,0.0011857707509881424
15906,239000.0,710,2,1.0,1.0,4,0.0,1953,98166,50s,"(98155.0, 98177.0]",0-1,2,1.0,4,0.0,47.4379,-122.337,336.61971830985914,0.5,0.0014084507042253522,0.0028169014084507044
15907,235000.0,1210,2,1.0,1.0,2,0.0,1949,98106,40s,"(98103.0, 98107.0]",0-1,2,1.0,2,0.0,47.5342,-122.36,194.21487603305786,0.5,0.0008264462809917355,0.001652892561983471
15908,587000.0,2370,3,2.25,2.0,3,0.0,1979,98053,70s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.6364,-121.984,247.67932489451476,0.75,0.0009493670886075949,0.0012658227848101266
15909,431000.0,2300,4,2.5,2.0,3,0.0,2001,98056,00s,"(98053.0, 98058.0]",2-3,4,2.0,3,0.0,47.5125,-122.19200000000001,187.3913043478261,0.625,0.0010869565217391304,0.0017391304347826088
15910,1640000.0,3110,3,2.5,2.0,4,1.0,1946,98115,40s,"(98107.0, 98115.0]",2-3,3,2.0,4,1.0,47.6886,-122.27600000000001,527.3311897106109,0.8333333333333334,0.0008038585209003215,0.0009646302250803858
15911,285000.0,1990,3,1.75,1.0,3,0.0,1961,98055,60s,"(98053.0, 98058.0]",1-2,3,1.0,3,0.0,47.488,-122.221,143.21608040201005,0.5833333333333334,0.0008793969849246232,0.001507537688442211
15912,778000.0,2630,3,3.0,1.0,4,0.0,1987,98006,80s,"(98004.0, 98010.0]",2-3,3,1.0,4,0.0,47.5481,-122.156,295.8174904942966,1.0,0.0011406844106463879,0.0011406844106463879
15913,415000.0,1300,3,1.0,1.0,4,0.0,1958,98008,50s,"(98004.0, 98010.0]",0-1,3,1.0,4,0.0,47.611000000000004,-122.12200000000001,319.2307692307692,0.3333333333333333,0.0007692307692307692,0.002307692307692308
15914,550285.0,1680,2,1.75,1.0,3,0.0,2004,98053,00s,"(98042.0, 98053.0]",1-2,2,1.0,3,0.0,47.7132,-122.03200000000001,327.55059523809524,0.875,0.0010416666666666667,0.0011904761904761906
15915,910000.0,2180,3,2.25,1.0,4,0.0,1966,98040,60s,"(98038.0, 98042.0]",2-3,3,1.0,4,0.0,47.5358,-122.235,417.43119266055044,0.75,0.0010321100917431193,0.0013761467889908258
15916,860000.0,2770,3,2.5,2.0,3,0.0,1991,98006,90s,"(98004.0, 98010.0]",2-3,3,2.0,3,0.0,47.5605,-122.115,310.46931407942236,0.8333333333333334,0.0009025270758122744,0.0010830324909747292
15917,765000.0,2120,3,1.75,2.0,3,0.0,1920,98103,pre-20s,"(98075.0, 98103.0]",1-2,3,2.0,3,0.0,47.6666,-122.331,360.8490566037736,0.5833333333333334,0.0008254716981132076,0.0014150943396226414
15918,782000.0,2830,4,2.5,2.0,3,0.0,1979,98004,70s,"(98000.999, 98004.0]",2-3,4,2.0,3,0.0,47.6462,-122.191,276.3250883392226,0.625,0.0008833922261484099,0.0014134275618374558
15919,525000.0,1370,3,3.5,2.0,3,0.0,2000,98119,90s,"(98118.0, 98125.0]",3-4,3,2.0,3,0.0,47.6511,-122.368,383.2116788321168,1.1666666666666667,0.0025547445255474453,0.0021897810218978104
15920,745000.0,2810,3,2.5,2.0,3,0.0,1995,98045,90s,"(98042.0, 98053.0]",2-3,3,2.0,3,0.0,47.4816,-121.70100000000001,265.12455516014234,0.8333333333333334,0.0008896797153024911,0.0010676156583629894
15921,470000.0,3520,3,3.5,2.0,3,2.0,2005,98022,00s,"(98010.0, 98023.0]",3-4,3,2.0,3,2.0,47.2416,-121.979,133.52272727272728,1.1666666666666667,0.0009943181818181817,0.0008522727272727272
15922,345000.0,1990,3,1.75,1.0,3,1.0,1963,98178,60s,"(98177.0, 98199.0]",1-2,3,1.0,3,1.0,47.5086,-122.25200000000001,173.36683417085428,0.5833333333333334,0.0008793969849246232,0.001507537688442211
15923,279000.0,2070,3,2.25,1.0,3,0.0,1964,98003,60s,"(98000.999, 98004.0]",2-3,3,1.0,3,0.0,47.3431,-122.305,134.7826086956522,0.75,0.0010869565217391304,0.0014492753623188406
15924,500000.0,1320,3,1.5,1.0,4,0.0,1951,98177,50s,"(98155.0, 98177.0]",1-2,3,1.0,4,0.0,47.7194,-122.37100000000001,378.7878787878788,0.5,0.0011363636363636363,0.0022727272727272726
15925,237000.0,1300,3,1.0,1.0,4,0.0,1960,98056,50s,"(98053.0, 98058.0]",0-1,3,1.0,4,0.0,47.511,-122.17200000000001,182.30769230769232,0.3333333333333333,0.0007692307692307692,0.002307692307692308
15926,200500.0,1260,3,1.75,1.0,4,0.0,1963,98030,60s,"(98029.0, 98033.0]",1-2,3,1.0,4,0.0,47.3713,-122.186,159.12698412698413,0.5833333333333334,0.001388888888888889,0.002380952380952381
15927,387500.0,2400,4,1.75,1.0,3,0.0,1957,98166,50s,"(98155.0, 98177.0]",1-2,4,1.0,3,0.0,47.4631,-122.36200000000001,161.45833333333334,0.4375,0.0007291666666666667,0.0016666666666666668
15928,392500.0,1950,4,2.0,1.0,3,0.0,1961,98125,60s,"(98118.0, 98125.0]",1-2,4,1.0,3,0.0,47.7074,-122.29,201.28205128205127,0.5,0.0010256410256410256,0.0020512820512820513
15929,305000.0,1430,3,2.0,1.0,4,0.0,1957,98056,50s,"(98053.0, 98058.0]",1-2,3,1.0,4,0.0,47.4903,-122.178,213.28671328671328,0.6666666666666666,0.0013986013986013986,0.002097902097902098
15930,981000.0,2110,4,2.5,1.0,3,2.0,1968,98006,60s,"(98004.0, 98010.0]",2-3,4,1.0,3,2.0,47.567,-122.15100000000001,464.92890995260666,0.625,0.001184834123222749,0.0018957345971563982
15931,680000.0,2980,4,2.5,2.0,3,0.0,1990,98075,80s,"(98070.0, 98075.0]",2-3,4,2.0,3,0.0,47.5814,-122.029,228.18791946308724,0.625,0.0008389261744966443,0.0013422818791946308
15932,276000.0,2068,4,2.5,2.0,4,0.0,1976,98001,70s,"(98000.999, 98004.0]",2-3,4,2.0,4,0.0,47.3318,-122.281,133.4622823984526,0.625,0.0012088974854932303,0.0019342359767891683
15933,655500.0,3380,4,3.5,2.0,3,0.0,2000,98177,90s,"(98155.0, 98177.0]",3-4,4,2.0,3,0.0,47.7741,-122.37899999999999,193.93491124260356,0.875,0.0010355029585798817,0.001183431952662722
15935,235000.0,930,2,1.0,1.0,3,0.0,1930,98148,20s,"(98133.0, 98155.0]",0-1,2,1.0,3,0.0,47.4337,-122.329,252.68817204301075,0.5,0.001075268817204301,0.002150537634408602
15936,325000.0,1300,3,1.0,1.0,3,0.0,1950,98155,40s,"(98133.0, 98155.0]",0-1,3,1.0,3,0.0,47.7465,-122.32600000000001,250.0,0.3333333333333333,0.0007692307692307692,0.002307692307692308
15937,268950.0,1320,3,1.0,1.0,3,0.0,1943,98166,40s,"(98155.0, 98177.0]",0-1,3,1.0,3,0.0,47.4697,-122.351,203.75,0.3333333333333333,0.0007575757575757576,0.0022727272727272726
15938,264500.0,1580,3,1.5,1.0,3,0.0,1980,98001,70s,"(98000.999, 98004.0]",1-2,3,1.0,3,0.0,47.2932,-122.26700000000001,167.40506329113924,0.5,0.0009493670886075949,0.0018987341772151898
15939,240000.0,1620,3,2.5,2.0,3,0.0,1987,98003,80s,"(98000.999, 98004.0]",2-3,3,2.0,3,0.0,47.3538,-122.301,148.14814814814815,0.8333333333333334,0.0015432098765432098,0.001851851851851852
15940,819000.0,2750,3,2.5,2.0,3,0.0,2000,98070,90s,"(98058.0, 98070.0]",2-3,3,2.0,3,0.0,47.4376,-122.456,297.8181818181818,0.8333333333333334,0.0009090909090909091,0.001090909090909091
15941,850000.0,2210,2,1.5,1.0,3,2.0,1951,98122,50s,"(98118.0, 98125.0]",1-2,2,1.0,3,2.0,47.6122,-122.288,384.61538461538464,0.75,0.0006787330316742081,0.0009049773755656109
15942,294950.0,1740,4,2.25,1.0,3,2.0,1957,98188,50s,"(98177.0, 98199.0]",2-3,4,1.0,3,2.0,47.431999999999995,-122.27600000000001,169.51149425287358,0.5625,0.001293103448275862,0.0022988505747126436
15944,478000.0,2780,4,2.5,2.0,3,0.0,1989,98059,80s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.50899999999999,-122.15700000000001,171.94244604316546,0.625,0.0008992805755395684,0.0014388489208633094
15945,222000.0,830,2,1.0,1.0,3,0.0,1950,98125,40s,"(98118.0, 98125.0]",0-1,2,1.0,3,0.0,47.7234,-122.32799999999999,267.4698795180723,0.5,0.0012048192771084338,0.0024096385542168677
15946,635000.0,2070,4,2.5,2.0,3,0.0,1996,98056,90s,"(98053.0, 98058.0]",2-3,4,2.0,3,0.0,47.5284,-122.17299999999999,306.7632850241546,0.625,0.0012077294685990338,0.001932367149758454
15947,469000.0,1390,3,3.25,2.0,3,0.0,2005,98107,00s,"(98103.0, 98107.0]",3-4,3,2.0,3,0.0,47.6735,-122.375,337.41007194244605,1.0833333333333333,0.0023381294964028776,0.002158273381294964
15948,350000.0,2610,4,2.5,2.0,3,0.0,2005,98038,00s,"(98033.0, 98038.0]",2-3,4,2.0,3,0.0,47.3441,-122.04,134.09961685823754,0.625,0.0009578544061302681,0.0015325670498084292
15950,490000.0,3390,4,2.25,1.0,4,0.0,1964,98027,60s,"(98023.0, 98029.0]",2-3,4,1.0,4,0.0,47.46100000000001,-121.992,144.54277286135692,0.5625,0.000663716814159292,0.0011799410029498525
15951,360000.0,1360,3,1.5,1.0,3,0.0,1911,98103,pre-20s,"(98075.0, 98103.0]",1-2,3,1.0,3,0.0,47.6846,-122.345,264.70588235294116,0.5,0.0011029411764705882,0.0022058823529411764
15952,630000.0,2807,4,2.5,2.0,3,0.0,1996,98028,90s,"(98023.0, 98029.0]",2-3,4,2.0,3,0.0,47.7449,-122.223,224.43890274314214,0.625,0.0008906305664410402,0.0014250089063056644
15953,615000.0,1340,4,1.0,1.5,3,0.0,1931,98119,30s,"(98118.0, 98125.0]",0-1,4,1.5,3,0.0,47.6357,-122.37299999999999,458.95522388059703,0.25,0.0007462686567164179,0.0029850746268656717
15954,279950.0,1340,3,2.25,2.0,4,0.0,1989,98038,80s,"(98033.0, 98038.0]",2-3,3,2.0,4,0.0,47.3563,-122.039,208.9179104477612,0.75,0.0016791044776119403,0.002238805970149254
15955,317000.0,1160,3,1.0,1.0,3,0.0,1952,98125,50s,"(98118.0, 98125.0]",0-1,3,1.0,3,0.0,47.7257,-122.329,273.2758620689655,0.3333333333333333,0.0008620689655172414,0.002586206896551724
15956,618000.0,2470,4,2.25,1.0,3,0.0,1978,98052,70s,"(98042.0, 98053.0]",2-3,4,1.0,3,0.0,47.6936,-122.12799999999999,250.20242914979758,0.5625,0.0009109311740890688,0.0016194331983805667
15958,345000.0,1110,3,1.0,1.0,3,0.0,1956,98115,50s,"(98107.0, 98115.0]",0-1,3,1.0,3,0.0,47.6977,-122.292,310.81081081081084,0.3333333333333333,0.0009009009009009009,0.002702702702702703
15959,608000.0,2240,3,1.5,1.0,3,0.0,1952,98103,50s,"(98075.0, 98103.0]",1-2,3,1.0,3,0.0,47.6624,-122.336,271.42857142857144,0.5,0.0006696428571428571,0.0013392857142857143
15960,325000.0,1920,4,2.25,2.0,4,0.0,1967,98058,60s,"(98053.0, 98058.0]",2-3,4,2.0,4,0.0,47.4315,-122.169,169.27083333333334,0.5625,0.001171875,0.0020833333333333333
15961,475000.0,2270,3,1.75,1.0,5,0.0,1968,98058,60s,"(98053.0, 98058.0]",1-2,3,1.0,5,0.0,47.4474,-122.14399999999999,209.2511013215859,0.5833333333333334,0.0007709251101321586,0.0013215859030837004
15962,154000.0,1530,3,3.0,1.0,3,0.0,1992,98001,90s,"(98000.999, 98004.0]",2-3,3,1.0,3,0.0,47.2861,-122.25200000000001,100.65359477124183,1.0,0.00196078431372549,0.00196078431372549
15964,376950.0,2643,4,2.5,2.0,3,0.0,2012,98030,10s,"(98029.0, 98033.0]",2-3,4,2.0,3,0.0,47.3519,-122.17299999999999,142.62202043132802,0.625,0.0009458948164964056,0.001513431706394249
15965,500000.0,1250,2,2.0,1.0,3,0.0,1957,98103,50s,"(98075.0, 98103.0]",1-2,2,1.0,3,0.0,47.6526,-122.34899999999999,400.0,1.0,0.0016,0.0016
15966,499950.0,3230,3,2.5,1.0,4,0.0,1964,98014,60s,"(98010.0, 98023.0]",2-3,3,1.0,4,0.0,47.681999999999995,-121.913,154.78328173374612,0.8333333333333334,0.0007739938080495357,0.0009287925696594427
15967,230000.0,880,3,1.0,1.0,4,0.0,1967,98059,60s,"(98058.0, 98070.0]",0-1,3,1.0,4,0.0,47.476000000000006,-122.15100000000001,261.3636363636364,0.3333333333333333,0.0011363636363636363,0.003409090909090909
15968,652600.0,2220,4,2.5,2.0,3,0.0,2014,98117,10s,"(98115.0, 98118.0]",2-3,4,2.0,3,0.0,47.6956,-122.36,293.963963963964,0.625,0.0011261261261261261,0.0018018018018018018
15969,185000.0,1130,3,1.75,1.0,3,0.0,1978,98023,70s,"(98010.0, 98023.0]",1-2,3,1.0,3,0.0,47.306999999999995,-122.37200000000001,163.71681415929203,0.5833333333333334,0.0015486725663716814,0.002654867256637168
15970,274950.0,1450,3,1.0,1.0,3,0.0,1958,98168,50s,"(98155.0, 98177.0]",0-1,3,1.0,3,0.0,47.4698,-122.264,189.6206896551724,0.3333333333333333,0.000689655172413793,0.0020689655172413794
15971,447000.0,760,2,1.0,1.0,3,0.0,1920,98136,pre-20s,"(98133.0, 98155.0]",0-1,2,1.0,3,0.0,47.5443,-122.382,588.1578947368421,0.5,0.0013157894736842105,0.002631578947368421
15972,129000.0,1150,2,1.0,1.0,3,0.0,1950,98055,40s,"(98053.0, 98058.0]",0-1,2,1.0,3,0.0,47.4492,-122.2,112.17391304347827,0.5,0.0008695652173913044,0.0017391304347826088
15974,825000.0,2080,3,1.75,2.0,5,0.0,1906,98103,pre-20s,"(98075.0, 98103.0]",1-2,3,2.0,5,0.0,47.6717,-122.35600000000001,396.63461538461536,0.5833333333333334,0.0008413461538461539,0.0014423076923076924
15975,225000.0,1080,3,1.0,1.0,3,0.0,1952,98001,50s,"(98000.999, 98004.0]",0-1,3,1.0,3,0.0,47.2873,-122.251,208.33333333333334,0.3333333333333333,0.000925925925925926,0.002777777777777778
15976,265000.0,1890,3,2.5,2.0,3,0.0,1996,98002,90s,"(98000.999, 98004.0]",2-3,3,2.0,3,0.0,47.2886,-122.21799999999999,140.2116402116402,0.8333333333333334,0.0013227513227513227,0.0015873015873015873
15977,765000.0,1500,3,1.5,2.0,5,0.0,1984,98122,80s,"(98118.0, 98125.0]",1-2,3,2.0,5,0.0,47.6118,-122.28399999999999,510.0,0.5,0.001,0.002
15978,509000.0,1960,4,2.0,1.5,4,0.0,1926,98103,20s,"(98075.0, 98103.0]",1-2,4,1.5,4,0.0,47.6545,-122.344,259.6938775510204,0.5,0.0010204081632653062,0.0020408163265306124
15979,762450.0,2570,4,1.75,1.0,4,0.0,1958,98005,50s,"(98004.0, 98010.0]",1-2,4,1.0,4,0.0,47.5956,-122.17200000000001,296.67315175097275,0.4375,0.0006809338521400778,0.0015564202334630351
15981,564000.0,1980,3,1.75,1.0,5,1.0,1910,98136,pre-20s,"(98133.0, 98155.0]",1-2,3,1.0,5,1.0,47.553999999999995,-122.385,284.8484848484849,0.5833333333333334,0.0008838383838383839,0.0015151515151515152
15982,384500.0,1130,2,1.0,1.0,4,0.0,1942,98146,40s,"(98133.0, 98155.0]",0-1,2,1.0,4,0.0,47.5103,-122.38600000000001,340.2654867256637,0.5,0.0008849557522123894,0.0017699115044247787
15983,415000.0,2010,3,2.0,1.5,5,2.0,1986,98022,80s,"(98010.0, 98023.0]",1-2,3,1.5,5,2.0,47.2133,-122.007,206.46766169154228,0.6666666666666666,0.0009950248756218905,0.0014925373134328358
15984,345000.0,1820,2,1.75,1.0,4,0.0,1948,98155,40s,"(98133.0, 98155.0]",1-2,2,1.0,4,0.0,47.7538,-122.32700000000001,189.56043956043956,0.875,0.0009615384615384616,0.001098901098901099
15985,465950.0,2340,4,2.5,2.0,3,0.0,2001,98059,00s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.4896,-122.14,199.1239316239316,0.625,0.0010683760683760685,0.0017094017094017094
15986,325000.0,1780,3,1.75,1.0,3,0.0,1979,98074,70s,"(98070.0, 98075.0]",1-2,3,1.0,3,0.0,47.617,-122.051,182.58426966292134,0.5833333333333334,0.0009831460674157304,0.0016853932584269663
15987,500000.0,1780,3,1.75,1.0,3,0.0,1979,98074,70s,"(98070.0, 98075.0]",1-2,3,1.0,3,0.0,47.617,-122.051,280.8988764044944,0.5833333333333334,0.0009831460674157304,0.0016853932584269663
15988,450000.0,2450,4,2.5,1.0,3,0.0,1978,98075,70s,"(98070.0, 98075.0]",2-3,4,1.0,3,0.0,47.5887,-122.064,183.6734693877551,0.625,0.0010204081632653062,0.0016326530612244899
15989,475000.0,2410,4,3.0,1.0,5,0.0,1969,98034,60s,"(98033.0, 98038.0]",2-3,4,1.0,5,0.0,47.7202,-122.22,197.0954356846473,0.75,0.0012448132780082987,0.0016597510373443983
15991,747000.0,1710,3,1.5,2.0,4,0.0,1920,98115,pre-20s,"(98107.0, 98115.0]",1-2,3,2.0,4,0.0,47.6801,-122.305,436.8421052631579,0.5,0.0008771929824561404,0.0017543859649122807
15992,395000.0,1740,3,1.75,1.0,4,0.0,1954,98177,50s,"(98155.0, 98177.0]",1-2,3,1.0,4,0.0,47.762,-122.36200000000001,227.01149425287358,0.5833333333333334,0.0010057471264367816,0.0017241379310344827
15993,505000.0,1995,3,2.5,3.0,3,0.0,2005,98102,00s,"(98075.0, 98103.0]",2-3,3,3.0,3,0.0,47.6025,-122.31,253.1328320802005,0.8333333333333334,0.0012531328320802004,0.0015037593984962407
15994,215000.0,1760,3,2.0,1.0,5,0.0,1947,98001,40s,"(98000.999, 98004.0]",1-2,3,1.0,5,0.0,47.3413,-122.29,122.1590909090909,0.6666666666666666,0.0011363636363636363,0.0017045454545454545
15995,775000.0,3970,4,3.5,2.0,3,0.0,2000,98045,90s,"(98042.0, 98053.0]",3-4,4,2.0,3,0.0,47.4614,-121.713,195.21410579345087,0.875,0.0008816120906801007,0.0010075566750629723
15996,540000.0,3000,4,2.5,2.0,3,0.0,2013,98059,10s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.4797,-122.126,180.0,0.625,0.0008333333333333334,0.0013333333333333333
15997,392500.0,1540,3,1.75,1.0,4,0.0,1957,98133,50s,"(98125.0, 98133.0]",1-2,3,1.0,4,0.0,47.7762,-122.337,254.87012987012986,0.5833333333333334,0.0011363636363636363,0.001948051948051948
15998,987000.0,2160,3,2.0,1.0,3,0.0,1951,98004,50s,"(98000.999, 98004.0]",1-2,3,1.0,3,0.0,47.6227,-122.20700000000001,456.94444444444446,0.6666666666666666,0.000925925925925926,0.001388888888888889
15999,1190000.0,2160,3,2.0,1.0,3,0.0,1951,98004,50s,"(98000.999, 98004.0]",1-2,3,1.0,3,0.0,47.6227,-122.20700000000001,550.925925925926,0.6666666666666666,0.000925925925925926,0.001388888888888889
16000,252500.0,1810,3,2.0,2.0,3,0.0,1987,98058,80s,"(98053.0, 98058.0]",1-2,3,2.0,3,0.0,47.4619,-122.15299999999999,139.5027624309392,0.6666666666666666,0.0011049723756906078,0.0016574585635359116
16001,730000.0,2440,3,3.5,2.0,3,0.0,2000,98005,90s,"(98004.0, 98010.0]",3-4,3,2.0,3,0.0,47.589,-122.165,299.1803278688525,1.1666666666666667,0.0014344262295081967,0.0012295081967213116
16003,640000.0,2970,4,2.5,2.0,3,0.0,1998,98077,90s,"(98075.0, 98103.0]",2-3,4,2.0,3,0.0,47.7365,-122.037,215.4882154882155,0.625,0.0008417508417508417,0.0013468013468013469
16005,377000.0,1820,3,1.75,1.0,4,0.0,1967,98027,60s,"(98023.0, 98029.0]",1-2,3,1.0,4,0.0,47.4616,-121.98,207.14285714285714,0.5833333333333334,0.0009615384615384616,0.0016483516483516484
16006,1280000.0,3010,4,3.5,2.0,3,0.0,1999,98112,90s,"(98107.0, 98115.0]",3-4,4,2.0,3,0.0,47.6341,-122.28399999999999,425.24916943521595,0.875,0.0011627906976744186,0.00132890365448505
16007,396500.0,1360,3,1.5,2.0,3,0.0,2003,98199,00s,"(98177.0, 98199.0]",1-2,3,2.0,3,0.0,47.6526,-122.384,291.54411764705884,0.5,0.0011029411764705882,0.0022058823529411764
16008,300000.0,2080,4,2.5,2.0,3,0.0,1998,98059,90s,"(98058.0, 98070.0]",2-3,4,2.0,3,0.0,47.4909,-122.15700000000001,144.23076923076923,0.625,0.001201923076923077,0.0019230769230769232
16009,532000.0,1110,3,1.0,1.5,3,0.0,1946,98117,40s,"(98115.0, 98118.0]",0-1,3,1.5,3,0.0,47.6857,-122.37799999999999,479.27927927927925,0.3333333333333333,0.0009009009009009009,0.002702702702702703
16010,579000.0,1560,2,1.75,1.0,3,0.0,2004,98053,00s,"(98042.0, 98053.0]",1-2,2,1.0,3,0.0,47.7128,-122.03200000000001,371.15384615384613,0.875,0.0011217948717948717,0.001282051282051282
16011,1400000.0,3520,4,2.5,2.0,3,3.0,1929,98199,20s,"(98177.0, 98199.0]",2-3,4,2.0,3,3.0,47.6429,-122.412,397.72727272727275,0.625,0.0007102272727272727,0.0011363636363636363
16013,301950.0,1370,3,1.75,1.0,4,0.0,1988,98059,80s,"(98058.0, 98070.0]",1-2,3,1.0,4,0.0,47.4824,-122.152,220.4014598540146,0.5833333333333334,0.0012773722627737226,0.0021897810218978104
16014,660000.0,2340,3,3.0,2.0,5,0.0,1925,98103,20s,"(98075.0, 98103.0]",2-3,3,2.0,5,0.0,47.6868,-122.348,282.05128205128204,1.0,0.001282051282051282,0.001282051282051282
16015,455000.0,3170,4,2.5,2.0,3,2.0,2001,98001,00s,"(98000.999, 98004.0]",2-3,4,2.0,3,2.0,47.3179,-122.257,143.53312302839117,0.625,0.0007886435331230284,0.0012618296529968455
16016,375000.0,1380,3,1.75,1.0,3,0.0,1986,98133,80s,"(98125.0, 98133.0]",1-2,3,1.0,3,0.0,47.7059,-122.34100000000001,271.7391304347826,0.5833333333333334,0.0012681159420289854,0.002173913043478261
16017,470000.0,2700,4,2.5,2.0,3,0.0,1999,98042,90s,"(98038.0, 98042.0]",2-3,4,2.0,3,0.0,47.3753,-122.155,174.07407407407408,0.625,0.000925925925925926,0.0014814814814814814
16018,374990.0,1300,3,2.5,2.0,3,0.0,1983,98028,80s,"(98023.0, 98029.0]",2-3,3,2.0,3,0.0,47.7768,-122.26799999999999,288.45384615384614,0.8333333333333334,0.0019230769230769232,0.002307692307692308
16019,541500.0,1900,2,2.5,2.0,3,0.0,2006,98053,00s,"(98042.0, 98053.0]",2-3,2,2.0,3,0.0,47.7082,-122.01899999999999,285.0,1.25,0.0013157894736842105,0.0010526315789473684
16020,782500.0,3750,3,2.5,2.0,3,0.0,2001,98074,00s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6325,-122.064,208.66666666666666,0.8333333333333334,0.0006666666666666666,0.0008
16021,264000.0,1552,3,2.25,2.0,3,0.0,2012,98092,10s,"(98075.0, 98103.0]",2-3,3,2.0,3,0.0,47.3205,-122.178,170.10309278350516,0.75,0.0014497422680412372,0.0019329896907216496
16022,640000.0,2500,4,2.5,2.0,3,0.0,1991,98074,90s,"(98070.0, 98075.0]",2-3,4,2.0,3,0.0,47.6251,-122.02600000000001,256.0,0.625,0.001,0.0016
16023,660000.0,1770,3,2.0,1.0,5,0.0,1952,98177,50s,"(98155.0, 98177.0]",1-2,3,1.0,5,0.0,47.7232,-122.37100000000001,372.8813559322034,0.6666666666666666,0.0011299435028248588,0.001694915254237288
16025,389950.0,2170,3,2.5,2.0,3,0.0,1994,98030,90s,"(98029.0, 98033.0]",2-3,3,2.0,3,0.0,47.385,-122.169,179.7004608294931,0.8333333333333334,0.001152073732718894,0.0013824884792626728
16026,226000.0,1510,2,1.0,1.0,3,0.0,1951,98146,50s,"(98133.0, 98155.0]",0-1,2,1.0,3,0.0,47.4924,-122.34,149.66887417218544,0.5,0.0006622516556291391,0.0013245033112582781
16027,390000.0,1870,3,1.75,1.0,5,0.0,1959,98038,50s,"(98033.0, 98038.0]",1-2,3,1.0,5,0.0,47.4038,-122.036,208.55614973262033,0.5833333333333334,0.0009358288770053476,0.0016042780748663102
16028,485000.0,1570,3,2.25,2.0,3,0.0,1984,98074,80s,"(98070.0, 98075.0]",2-3,3,2.0,3,0.0,47.6324,-122.02799999999999,308.9171974522293,0.75,0.0014331210191082802,0.001910828025477707
16029,840000.0,2480,4,2.5,2.0,3,0.0,2000,98052,90s,"(98042.0, 98053.0]",2-3,4,2.0,3,0.0,47.6835,-122.161,338.7096774193548,0.625,0.0010080645161290322,0.0016129032258064516
16031,331000.0,1480,2,1.0,1.0,3,0.0,1950,98133,40s,"(98125.0, 98133.0]",0-1,2,1.0,3,0.0,47.773999999999994,-122.351,223.64864864864865,0.5,0.0006756756756756757,0.0013513513513513514
16032,780000.0,2610,3,2.0,1.0,5,0.0,1941,98115,40s,"(98107.0, 98115.0]",1-2,3,1.0,5,0.0,47.675,-122.289,298.85057471264366,0.6666666666666666,0.0007662835249042146,0.0011494252873563218
16033,300000.0,1700,3,1.75,2.0,3,0.0,1993,98003,90s,"(98000.999, 98004.0]",1-2,3,2.0,3,0.0,47.2623,-122.305,176.47058823529412,0.5833333333333334,0.0010294117647058824,0.0017647058823529412
16034,361810.0,1240,3,1.75,1.0,3,0.0,1968,98166,60s,"(98155.0, 98177.0]",1-2,3,1.0,3,0.0,47.4576,-122.348,291.78225806451616,0.5833333333333334,0.001411290322580645,0.0024193548387096775
16035,467000.0,1660,3,1.0,1.0,5,0.0,1946,98133,40s,"(98125.0, 98133.0]",0-1,3,1.0,5,0.0,47.7169,-122.353,281.32530120481925,0.3333333333333333,0.0006024096385542169,0.0018072289156626507
